EndNodes_1,EndNodes_2,Weight
DB02,VD03,33
DB02,VD04,15
DB02,dBWML9,2
DB02,dBWML10,4
DB02,dBWML11,5
DB02,dBWML12,1
DB02,dBWMR9,1
DB02,dBWMR10,6
DB02,dBWMR11,8
DD01,VD02,1
DD01,DA02,3
DD01,dBWML6,1
DD01,dBWML7,4
DD01,dBWMR6,3
DD01,dBWMR7,2
DD01,dBWML8,9
DD01,dBWML9,13
DD01,dBWMR8,10
DD01,dBWMR9,8
DD01,dBWMR10,2
VA01,DA02,1
VA01,DD01,12
VA01,VD01,3
VA01,vBWML7,13
VA01,vBWMR7,2
VA01,vBWML8,1
VA01,vBWMR8,2
DA03,AS04,2
DA03,DD02,3
DA03,DA04,2
DA03,DB03,2
DA03,VD03,43
DA03,VD04,13
DA03,dBWML9,3
DA03,dBWML10,17
DA03,dBWML11,12
DA03,dBWMR9,3
DA03,dBWMR10,14
DA03,dBWMR11,4
DA03,dBWMR12,2
AS03,DD01,2
AS03,DA03,1
AS03,VD03,23
AS03,dBWML9,1
AS03,dBWML10,7
AS03,dBWMR9,8
AS03,dBWMR10,5
AS04,DB02,2
AS04,DD01,2
AS04,DA03,2
AS04,DD02,4
AS04,VD04,21
AS04,dBWML10,5
AS04,dBWML11,5
AS04,dBWML12,2
AS04,dBWMR11,4
AS04,dBWMR12,5
DD02,DA03,2
DD02,VD03,1
DD02,VD04,1
DD02,dBWML10,4
DD02,dBWML11,9
DD02,dBWML12,6
DD02,dBWMR10,2
DD02,dBWMR11,10
DD02,dBWMR12,1
DA04,VD05,21
DA04,DB02,2
DA04,DD02,4
DA04,VD04,11
DA04,dBWML11,6
DA04,dBWML12,10
DA04,dBWML13,1
DA04,dBWMR11,5
DA04,dBWMR12,4
DA04,dBWMR13,9
DA05,VD06,22
DA05,VD05,1
DA05,DA04,1
DA05,DB04,1
DA05,DD03,12
DA05,dBWML12,1
DA05,dBWML13,10
DA05,dBWML14,7
DA05,dBWMR12,2
DA05,dBWMR13,7
DA05,dBWMR14,8
DB03,AS05,1
DB03,VD06,4
DB03,VD05,24
DB03,AS04,2
DB03,DD02,3
DB03,DA04,4
DB03,DA05,1
DB03,DD03,14
DB03,DD05,14
DB03,VD04,9
DB03,dBWML11,6
DB03,dBWML12,1
DB03,dBWML13,3
DB03,dBWML14,1
DB03,dBWMR11,2
DB03,dBWMR12,13
DB03,dBWMR13,1
DA06,VD06,13
DA06,VD05,3
DA06,DA05,1
DA06,DD03,7
DA06,DB05,1
DA06,VD07,13
DA06,VD04,3
DA06,dBWML11,1
DA06,dBWML12,1
DA06,dBWML13,5
DA06,dBWML14,4
DA06,dBWML15,4
DA06,dBWML16,4
DA06,dBWMR10,1
DA06,dBWMR11,1
DA06,dBWMR12,1
DA06,dBWMR13,5
DA06,dBWMR14,4
DA06,dBWMR15,4
DA06,dBWMR16,4
DB04,VD06,14
DB04,DA05,3
DB04,AS06,2
DB04,DD03,9
DB04,DD06,2
DB04,DD04,2
DB04,DD05,9
DB04,dBWML13,4
DB04,dBWML14,1
DB04,dBWML15,3
DB04,dBWML16,3
DB04,dBWMR13,3
DB04,dBWMR14,5
DB04,dBWMR15,3
DB04,dBWMR16,3
AS06,VD06,20
AS06,DA05,1
AS06,DB04,1
AS06,DD03,4
AS06,dBWML13,2
AS06,dBWML14,3
AS06,dBWMR13,5
AS06,dBWMR14,9
DD03,DA05,1
DD03,dBWML12,4
DD03,dBWML13,6
DD03,dBWML14,2
DD03,dBWML15,5
DD03,dBWMR11,1
DD03,dBWMR12,8
DD03,dBWMR13,8
DD03,dBWMR14,3
DD03,dBWMR15,5
DD03,vBWML13,1
DA07,VD08,12
DA07,DA06,1
DA07,DB06,1
DA07,DD04,3
DA07,VD07,10
DA07,VD09,10
DA07,dBWML14,3
DA07,dBWML15,3
DA07,dBWML16,3
DA07,dBWML17,3
DA07,dBWML18,4
DA07,dBWML19,3
DA07,dBWMR14,3
DA07,dBWMR15,3
DA07,dBWMR16,3
DA07,dBWMR17,3
DA07,dBWMR18,4
DA07,dBWMR19,3
DB05,VD06,13
DB05,VD05,3
DB05,DA06,3
DB05,DA07,12
DB05,DA08,1
DB05,AS07,3
DB05,AS08,2
DB05,VD07,13
DB05,VD04,3
DB05,dBWML14,2
DB05,dBWML15,2
DB05,dBWML16,2
DB05,dBWML17,2
DB05,dBWML18,2
DB05,dBWML19,2
DB05,dBWMR14,2
DB05,dBWMR15,2
DB05,dBWMR16,2
DB05,dBWMR17,2
DB05,dBWMR18,2
DB05,dBWMR19,2
DA08,VD08,5
DA08,VD11,5
DA08,VD13,5
DA08,DA07,1
DA08,DB07,1
DA08,DD04,4
DA08,DD05,4
DA08,VD12,5
DA08,VD09,5
DA08,VD10,7
DA08,dBWML16,3
DA08,dBWML17,3
DA08,dBWML18,3
DA08,dBWML19,3
DA08,dBWML20,4
DA08,dBWML21,3
DA08,dBWMR16,3
DA08,dBWMR17,3
DA08,dBWMR18,3
DA08,dBWMR19,3
DA08,dBWMR20,4
DA08,dBWMR21,3
DB06,DA09,1
DB06,VD08,12
DB06,DA08,4
DB06,AS08,2
DB06,AS09,1
DB06,VD07,10
DB06,VD09,10
DB06,dBWML16,2
DB06,dBWML17,2
DB06,dBWML18,2
DB06,dBWML19,2
DB06,dBWML20,2
DB06,dBWML21,2
DB06,dBWMR16,2
DB06,dBWMR17,2
DB06,dBWMR18,2
DB06,dBWMR19,2
DB06,dBWMR20,2
DB06,dBWMR21,2
DB07,DA09,3
DB07,VD08,5
DB07,VD11,5
DB07,VD13,1
DB07,AS11,2
DB07,DD06,1
DB07,AS10,2
DB07,VD12,5
DB07,VD09,5
DB07,VD10,7
DB07,dBWML19,2
DB07,dBWML20,2
DB07,dBWML21,2
DB07,dBWML22,2
DB07,dBWML23,2
DB07,dBWML24,2
DB07,dBWMR19,2
DB07,dBWMR20,2
DB07,dBWMR21,2
DB07,dBWMR22,1
DB07,dBWMR23,2
DB07,dBWMR24,2
AS11,VD13,3
AS11,DB07,1
AS11,DD06,2
AS11,VD12,20
AS11,dBWML21,3
AS11,dBWML22,2
AS11,dBWMR22,2
AS11,dBWMR23,2
DD06,VD13,3
DD06,DB07,1
DD06,dBWML22,5
DD06,dBWML23,9
DD06,dBWML24,5
DD06,dBWMR22,3
DD06,dBWMR23,9
DD06,dBWMR24,5
VA07,VB06,1
VA07,VD06,2
VA07,AS02,10
VA07,AS01,1
VA07,AS03,3
VA07,DD03,3
VA07,DD04,17
VA07,VD07,13
VA07,vBWML14,2
VA07,vBWML15,8
VA07,vBWML16,6
VA07,vBWMR14,3
VA07,vBWMR15,10
VA07,vBWMR16,2
VA07,vm1AR,2
VA08,VB06,1
VA08,AS05,3
VA08,VD08,3
VA08,AS02,1
VA08,AS03,4
VA08,AS04,11
VA08,DD04,9
VA08,VD07,2
VA08,DD05,9
VA08,VD09,3
VA08,vBWML16,3
VA08,vBWML17,4
VA08,vBWML18,4
VA08,vBWMR14,1
VA08,vBWMR15,1
VA08,vBWMR16,3
VA08,vBWMR17,4
VA08,vBWMR18,4
VA09,VD11,3
VA09,AS06,5
VA09,DD06,6
VA09,AS07,3
VA09,DD04,6
VA09,VB07,1
VA09,DD05,6
VA09,VB08,1
VA09,VD09,2
VA09,VD10,3
VA09,vBWML17,3
VA09,vBWML18,4
VA09,vBWML19,4
VA09,vBWMR17,3
VA09,vBWMR18,4
VA09,vBWMR19,4
VA10,VD11,3
VA10,AS06,3
VA10,DD06,9
VA10,AS07,6
VA10,AS10,1
VA10,DD05,9
VA10,VB08,1
VA10,VB09,1
VA10,VD12,3
VA10,VD10,2
VA10,vBWML18,3
VA10,vBWML19,4
VA10,vBWML20,4
VA10,vBWMR18,3
VA10,vBWMR19,3
VA10,vBWMR20,3
VA10,vBWMR21,2
VA10,hyp,1
AS07,VD07,20
AS07,dBWML15,2
AS07,dBWML16,3
AS07,dBWMR15,2
AS07,dBWMR16,3
AS08,VD08,20
AS08,dBWML17,2
AS08,dBWML18,3
AS08,dBWMR17,2
AS08,dBWMR18,3
AS09,VD09,20
AS09,dBWML19,3
AS09,dBWML20,2
AS09,dBWMR19,2
AS09,dBWMR20,3
AS10,VD11,10
AS10,VD10,10
AS10,dBWML20,3
AS10,dBWML21,2
AS10,dBWMR21,3
AS10,dBWMR22,2
PDB,VD13,2
PDB,DD06,2
PDB,VD12,10
PDB,dBWML22,2
PDB,dBWML23,2
PDB,dBWML24,3
PDB,dBWMR23,3
PDB,dBWMR24,2
VA03,VA04,2
VA03,VB02,1
VA03,VD02,3
VA03,DD01,18
VA03,DD02,10
VA03,VD03,11
VA03,VB03,3
VA03,vBWML8,1
VA03,vBWML9,4
VA03,vBWML10,11
VA03,vBWML11,3
VA03,vBWMR9,3
VA03,vBWMR10,5
VA03,vBWMR11,7
VD01,VB01,5
VD01,DD01,2
VD01,VA01,8
VD01,vBWML7,11
VD01,vBWML8,3
VD03,VB02,2
VD03,DD01,6
VD03,VA03,4
VD03,VB03,1
VD03,vBWML10,6
VD03,vBWML11,8
VD03,vBWMR10,6
VD03,vBWMR11,12
VA05,VB04,1
VA05,VA06,2
VA05,VD05,9
VA05,DD02,6
VA05,DD03,17
VA05,vBWML12,3
VA05,vBWML13,6
VA05,vBWMR12,6
VA05,vBWMR13,4
VA05,vBWMR14,4
VB03,VA04,10
VB03,DD02,36
VB03,VD03,4
VB03,VA05,1
VB03,VD04,6
VB03,vBWML10,1
VB03,vBWML11,8
VB03,vBWML12,8
VB03,vBWML13,3
VB03,vBWMR10,4
VB03,vBWMR11,6
VB03,vBWMR12,8
VB03,vBWMR13,4
VB05,VD06,10
VB05,VA06,2
VB05,DD03,34
VB05,vBWML12,3
VB05,vBWML13,1
VB05,vBWML14,8
VB05,vBWML15,7
VB05,vBWMR13,7
VB05,vBWMR14,6
VB05,vBWMR15,1
VB05,vBWMR16,1
DD04,dBWML16,5
DD04,dBWML17,9
DD04,dBWML18,5
DD04,dBWMR13,1
DD04,dBWMR14,2
DD04,dBWMR15,2
DD04,dBWMR16,5
DD04,dBWMR17,9
DD04,dBWMR18,5
VB07,VD08,5
VB07,VA09,1
VB07,VA10,1
VB07,DD04,11
VB07,DD05,29
VB07,VD09,6
VB07,vBWML16,4
VB07,vBWML17,4
VB07,vBWML18,4
VB07,vBWMR16,4
VB07,vBWMR17,4
VB07,vBWMR18,4
VD07,VB06,2
VD07,VA07,2
VD07,DD04,1
VD07,VB07,1
VD07,vBWML14,1
VD07,vBWML15,8
VD07,vBWML16,7
VD07,vBWMR14,6
VD07,vBWMR15,7
VD07,vBWMR16,1
VD07,vm1AR,4
DD05,dBWML19,5
DD05,dBWML20,9
DD05,dBWML21,5
DD05,dBWMR19,5
DD05,dBWMR20,9
DD05,dBWMR21,5
VB08,VA11,2
VB08,DD06,19
VB08,DD05,10
VB08,VD09,5
VB08,VD10,6
VB08,vBWML18,4
VB08,vBWML19,4
VB08,vBWML20,4
VB08,vBWMR18,4
VB08,vBWMR19,4
VB08,vBWMR20,4
VB09,VA11,2
VB09,VD11,6
VB09,DD06,19
VB09,DD05,10
VB09,VD10,5
VB09,vBWML19,4
VB09,vBWML20,4
VB09,vBWML21,4
VB09,vBWMR19,4
VB09,vBWMR20,4
VB09,vBWMR21,4
VD12,VA12,13
VD12,VA11,3
VD12,VC06,1
VD12,VB11,1
VD12,DD06,2
VD12,vBWML20,4
VD12,vBWML21,15
VD12,vBWML22,4
VD12,vBWMR20,2
VD12,vBWMR21,4
VD12,vBWMR22,4
VD12,vBWMR23,4
VD04,VA04,1
VD04,VB03,2
VD04,vBWML12,5
VD04,vBWML13,6
VD04,vBWMR11,4
VD04,vBWMR12,4
VD04,vBWMR13,3
VD09,VA09,3
VD09,VB08,2
VD09,vBWML17,4
VD09,vBWML18,4
VD09,vBWML19,4
VD09,vBWMR18,4
VD09,vBWMR19,4
VD09,vBWMR20,4
VD10,VA10,2
VD10,VB09,1
VD10,vBWML18,4
VD10,vBWML19,4
VD10,vBWML20,4
VD10,vBWMR19,4
VD10,vBWMR20,4
VD10,vBWMR21,4
