,epochs,test_losses,train_losses
0,0,0.02236219495534897,0.0234526377171278
1,1,0.02226286008954048,0.022934820502996445
2,2,0.021522609516978264,0.022870291024446487
3,3,0.021401960402727127,0.022281508892774582
4,4,0.02143813483417034,0.02234281226992607
5,5,0.021344097331166267,0.022464605048298836
6,6,0.021301161497831345,0.02235073409974575
7,7,0.021410973742604256,0.02223765105009079
8,8,0.021519459784030914,0.022277170792222023
9,9,0.021490667015314102,0.022351104766130447
10,10,0.021387409418821335,0.022328708320856094
11,11,0.021313205361366272,0.022258881479501724
12,12,0.021301433444023132,0.022227168083190918
13,13,0.021317414939403534,0.02225043810904026
14,14,0.021321723237633705,0.02228243462741375
15,15,0.021317439153790474,0.022277522832155228
16,16,0.021330945193767548,0.02224462851881981
17,17,0.021374506875872612,0.022219020873308182
18,18,0.021426433697342873,0.02222280018031597
19,19,0.021450841799378395,0.022244710475206375
