,epochs,test_losses,train_losses
0,0,0.018899541348218918,0.022612953558564186
1,1,0.01815653033554554,0.023435818031430244
2,2,0.01798713020980358,0.02231050655245781
3,3,0.018140705302357674,0.02207670547068119
4,4,0.018074635416269302,0.022338340058922768
5,5,0.017945243045687675,0.022282157093286514
6,6,0.017972741276025772,0.022062178701162338
7,7,0.018146445974707603,0.021995941177010536
8,8,0.0182463638484478,0.022115377709269524
9,9,0.018180597573518753,0.022198718041181564
10,10,0.018043698742985725,0.022138845175504684
11,11,0.017947083339095116,0.02203015424311161
12,12,0.017925962805747986,0.021980971097946167
13,13,0.017942549660801888,0.02201121672987938
14,14,0.017948180437088013,0.022061439231038094
15,15,0.017935067415237427,0.022070622071623802
16,16,0.017929645255208015,0.02203180640935898
17,17,0.0179568063467741,0.021985068917274475
18,18,0.018011147156357765,0.0219698678702116
19,19,0.018055526539683342,0.021991679444909096
